index,institutionCode,catalogueNumber,filename,similarity
214961,LSUMNS,119388,SU.R.LSU119388.00000004.Master.Transmission,1
214897,LSUMNS,119388,SU.R.LSU119388.00000003.Master.Transmission,1
214833,LSUMNS,119388,SU.R.LSU119388.00000002.Master.Transmission,1
214769,LSUMNS,119388,SU.R.LSU119388.00000001.Master.Transmission,1
206635,LSUMNS,87590,SU.M.LSU87590.00000004.Master.Transmission,1
213933,LSUMNS,114718,SU.R.LSU114718.00000003.Master.Transmission,1
206507,LSUMNS,87590,SU.M.LSU87590.00000002.Master.Transmission,1
205102,LSUMNS,114719,SU.M.LSU114719.00000005.Master.Transmission,1
204717,LSUMNS,114718,SU.M.LSU114718.00000004.Master.Transmission,1
204781,LSUMNS,114718,SU.M.LSU114718.00000005.Master.Transmission,1
204846,LSUMNS,114719,SU.M.LSU114719.00000001.Master.Transmission,1
204910,LSUMNS,114719,SU.M.LSU114719.00000002.Master.Transmission,1
204974,LSUMNS,114719,SU.M.LSU114719.00000003.Master.Transmission,1
205038,LSUMNS,114719,SU.M.LSU114719.00000004.Master.Transmission,1
205167,LSUMNS,114720,SU.M.LSU114720.00000001.Master.Transmission,1
206443,LSUMNS,87590,SU.M.LSU87590.00000001.Master.Transmission,1
205231,LSUMNS,114720,SU.M.LSU114720.00000002.Master.Transmission,1
205295,LSUMNS,114720,SU.M.LSU114720.00000003.Master.Transmission,1
205359,LSUMNS,114720,SU.M.LSU114720.00000004.Master.Transmission,1
205423,LSUMNS,114720,SU.M.LSU114720.00000005.Master.Transmission,1
205489,LSUMNS,119388,SU.M.LSU119388.00000001.Master.Transmission,1
205553,LSUMNS,119388,SU.M.LSU119388.00000002.Master.Transmission,1
204653,LSUMNS,114718,SU.M.LSU114718.00000003.Master.Transmission,1
204589,LSUMNS,114718,SU.M.LSU114718.00000002.Master.Transmission,1
204525,LSUMNS,114718,SU.M.LSU114718.00000001.Master.Transmission,1
204460,LSUMNS,109406,SU.M.LSU109406.00000005.Master.Transmission,1
204396,LSUMNS,109406,SU.M.LSU109406.00000004.Master.Transmission,1
204332,LSUMNS,109406,SU.M.LSU109406.00000003.Master.Transmission,1
204268,LSUMNS,109406,SU.M.LSU109406.00000002.Master.Transmission,1
204204,LSUMNS,109406,SU.M.LSU109406.00000001.Master.Transmission,1
201268,LSUMNS,71304,SU.M.B.LSU71304.00000005.Master.Transmission,1
201204,LSUMNS,71304,SU.M.B.LSU71304.00000004.Master.Transmission,1
201140,LSUMNS,71304,SU.M.B.LSU71304.00000003.Master.Transmission,1
201076,LSUMNS,71304,SU.M.B.LSU71304.00000002.Master.Transmission,1
201012,LSUMNS,71304,SU.M.B.LSU71304.00000001.Master.Transmission,1
200944,LSUMNS,161602,SU.M.B.LSU161602.00000005.Master.Transmission,1
200880,LSUMNS,161602,SU.M.B.LSU161602.00000004.Master.Transmission,1
200816,LSUMNS,161602,SU.M.B.LSU161602.00000003.Master.Transmission,1
200752,LSUMNS,161602,SU.M.B.LSU161602.00000002.Master.Transmission,1
205617,LSUMNS,119388,SU.M.LSU119388.00000003.Master.Transmission,1
222509,LSUMNS,114718,SU.S.LSU114718.00000002.Master.Transmission,1
206000,LSUMNS,161602,SU.M.LSU161602.00000004.Master.Transmission,1
206388,LSUMNS,71304,SU.M.LSU71304.00000005.Master.Transmission,1
206324,LSUMNS,71304,SU.M.LSU71304.00000004.Master.Transmission,1
206260,LSUMNS,71304,SU.M.LSU71304.00000003.Master.Transmission,1
206196,LSUMNS,71304,SU.M.LSU71304.00000002.Master.Transmission,1
206132,LSUMNS,71304,SU.M.LSU71304.00000001.Master.Transmission,1
206064,LSUMNS,161602,SU.M.LSU161602.00000005.Master.Transmission,1
205936,LSUMNS,161602,SU.M.LSU161602.00000003.Master.Transmission,1
205681,LSUMNS,119388,SU.M.LSU119388.00000004.Master.Transmission,1
205872,LSUMNS,161602,SU.M.LSU161602.00000002.Master.Transmission,1
205808,LSUMNS,161602,SU.M.LSU161602.00000001.Master.Transmission,1
205745,LSUMNS,119388,SU.M.LSU119388.00000005.Master.Transmission,1
80473,FMNH,264948,CH.T.FMNN264948.00000003.ProcSpec,1
80409,FMNH,264948,CH.T.FMNN264948.00000002.ProcSpec,1
51739,FMNH,264951,CH.M.FMNN264951.00000004.ProcSpec,1
67163,FMNH,264951,CH.R.FMNN264951.00000005.ProcSpec,1
80345,FMNH,264948,CH.T.FMNN264948.00000001.ProcSpec,1
67099,FMNH,264951,CH.R.FMNN264951.00000004.ProcSpec,1
51803,FMNH,264951,CH.M.FMNN264951.00000005.ProcSpec,1
67035,FMNH,264951,CH.R.FMNN264951.00000003.ProcSpec,1
66971,FMNH,264951,CH.R.FMNN264951.00000002.ProcSpec,1
66907,FMNH,264951,CH.R.FMNN264951.00000001.ProcSpec,1
66842,FMNH,264949,CH.R.FMNN264949.00000005.ProcSpec,1
66778,FMNH,264949,CH.R.FMNN264949.00000004.ProcSpec,1
80537,FMNH,264948,CH.T.FMNN264948.00000004.ProcSpec,1
66714,FMNH,264949,CH.R.FMNN264949.00000003.ProcSpec,1
66650,FMNH,264949,CH.R.FMNN264949.00000002.ProcSpec,1
66586,FMNH,264949,CH.R.FMNN264949.00000001.ProcSpec,1
66521,FMNH,264948,CH.R.FMNN264948.00000005.ProcSpec,1
66457,FMNH,264948,CH.R.FMNN264948.00000004.ProcSpec,1
66393,FMNH,264948,CH.R.FMNN264948.00000003.ProcSpec,1
66329,FMNH,264948,CH.R.FMNN264948.00000002.ProcSpec,1
66265,FMNH,264948,CH.R.FMNN264948.00000001.ProcSpec,1
51675,FMNH,264951,CH.M.FMNN264951.00000003.ProcSpec,1
32475,FMNH,264951,CH.H.FMNN264951.00000003.ProcSpec,1
51611,FMNH,264951,CH.M.FMNN264951.00000002.ProcSpec,1
51547,FMNH,264951,CH.M.FMNN264951.00000001.ProcSpec,1
80666,FMNH,264949,CH.T.FMNN264949.00000001.ProcSpec,1
31833,FMNH,264948,CH.H.FMNN264948.00000003.ProcSpec,1
31897,FMNH,264948,CH.H.FMNN264948.00000004.ProcSpec,1
31961,FMNH,264948,CH.H.FMNN264948.00000005.ProcSpec,1
32026,FMNH,264949,CH.H.FMNN264949.00000001.ProcSpec,1
32090,FMNH,264949,CH.H.FMNN264949.00000002.ProcSpec,1
32154,FMNH,264949,CH.H.FMNN264949.00000003.ProcSpec,1
32218,FMNH,264949,CH.H.FMNN264949.00000004.ProcSpec,1
32282,FMNH,264949,CH.H.FMNN264949.00000005.ProcSpec,1
32347,FMNH,264951,CH.H.FMNN264951.00000001.ProcSpec,1
32411,FMNH,264951,CH.H.FMNN264951.00000002.ProcSpec,1
32539,FMNH,264951,CH.H.FMNN264951.00000004.ProcSpec,1
32603,FMNH,264951,CH.H.FMNN264951.00000005.ProcSpec,1
50905,FMNH,264948,CH.M.FMNN264948.00000001.ProcSpec,1
50969,FMNH,264948,CH.M.FMNN264948.00000002.ProcSpec,1
51033,FMNH,264948,CH.M.FMNN264948.00000003.ProcSpec,1
51097,FMNH,264948,CH.M.FMNN264948.00000004.ProcSpec,1
51161,FMNH,264948,CH.M.FMNN264948.00000005.ProcSpec,1
51226,FMNH,264949,CH.M.FMNN264949.00000001.ProcSpec,1
51290,FMNH,264949,CH.M.FMNN264949.00000002.ProcSpec,1
51354,FMNH,264949,CH.M.FMNN264949.00000003.ProcSpec,1
51418,FMNH,264949,CH.M.FMNN264949.00000004.ProcSpec,1
51482,FMNH,264949,CH.M.FMNN264949.00000005.ProcSpec,1
80601,FMNH,264948,CH.T.FMNN264948.00000005.ProcSpec,1
31769,FMNH,264948,CH.H.FMNN264948.00000002.ProcSpec,1
80730,FMNH,264949,CH.T.FMNN264949.00000002.ProcSpec,1
171743,FMNH,32240,RU.R.FMNN32240.00000004.ProcSpec,1
157663,FMNH,32240,RU.H.FMNN32240.00000004.ProcSpec,1
157727,FMNH,32240,RU.H.FMNN32240.00000005.ProcSpec,1
165791,FMNH,32240,RU.M.FMNN32240.00000001.ProcSpec,1
165855,FMNH,32240,RU.M.FMNN32240.00000002.ProcSpec,1
165919,FMNH,32240,RU.M.FMNN32240.00000003.ProcSpec,1
165983,FMNH,32240,RU.M.FMNN32240.00000004.ProcSpec,1
166047,FMNH,32240,RU.M.FMNN32240.00000005.ProcSpec,1
171551,FMNH,32240,RU.R.FMNN32240.00000001.ProcSpec,1
171615,FMNH,32240,RU.R.FMNN32240.00000002.ProcSpec,1
171679,FMNH,32240,RU.R.FMNN32240.00000003.ProcSpec,1
171807,FMNH,32240,RU.R.FMNN32240.00000005.ProcSpec,1
80794,FMNH,264949,CH.T.FMNN264949.00000003.ProcSpec,1
178271,FMNH,32240,RU.T.FMNN32240.00000001.ProcSpec,1
178335,FMNH,32240,RU.T.FMNN32240.00000002.ProcSpec,1
178399,FMNH,32240,RU.T.FMNN32240.00000003.ProcSpec,1
178463,FMNH,32240,RU.T.FMNN32240.00000004.ProcSpec,1
178527,FMNH,32240,RU.T.FMNN32240.00000005.ProcSpec,1
185311,FMNH,32240,RU.U.FMNN32240.00000001.ProcSpec,1
185375,FMNH,32240,RU.U.FMNN32240.00000002.ProcSpec,1
185439,FMNH,32240,RU.U.FMNN32240.00000003.ProcSpec,1
185503,FMNH,32240,RU.U.FMNN32240.00000004.ProcSpec,1
185567,FMNH,32240,RU.U.FMNN32240.00000005.ProcSpec,1
157599,FMNH,32240,RU.H.FMNN32240.00000003.ProcSpec,1
157535,FMNH,32240,RU.H.FMNN32240.00000002.ProcSpec,1
157471,FMNH,32240,RU.H.FMNN32240.00000001.ProcSpec,1
95643,FMNH,264951,CH.U.FMNN264951.00000005.ProcSpec,1
80858,FMNH,264949,CH.T.FMNN264949.00000004.ProcSpec,1
80922,FMNH,264949,CH.T.FMNN264949.00000005.ProcSpec,1
80987,FMNH,264951,CH.T.FMNN264951.00000001.ProcSpec,1
81051,FMNH,264951,CH.T.FMNN264951.00000002.ProcSpec,1
81115,FMNH,264951,CH.T.FMNN264951.00000003.ProcSpec,1
81179,FMNH,264951,CH.T.FMNN264951.00000004.ProcSpec,1
81243,FMNH,264951,CH.T.FMNN264951.00000005.ProcSpec,1
94745,FMNH,264948,CH.U.FMNN264948.00000001.ProcSpec,1
94809,FMNH,264948,CH.U.FMNN264948.00000002.ProcSpec,1
94873,FMNH,264948,CH.U.FMNN264948.00000003.ProcSpec,1
94937,FMNH,264948,CH.U.FMNN264948.00000004.ProcSpec,1
95001,FMNH,264948,CH.U.FMNN264948.00000005.ProcSpec,1
95066,FMNH,264949,CH.U.FMNN264949.00000001.ProcSpec,1
95130,FMNH,264949,CH.U.FMNN264949.00000002.ProcSpec,1
95194,FMNH,264949,CH.U.FMNN264949.00000003.ProcSpec,1
95258,FMNH,264949,CH.U.FMNN264949.00000004.ProcSpec,1
95322,FMNH,264949,CH.U.FMNN264949.00000005.ProcSpec,1
95387,FMNH,264951,CH.U.FMNN264951.00000001.ProcSpec,1
95451,FMNH,264951,CH.U.FMNN264951.00000002.ProcSpec,1
95515,FMNH,264951,CH.U.FMNN264951.00000003.ProcSpec,1
95579,FMNH,264951,CH.U.FMNN264951.00000004.ProcSpec,1
31705,FMNH,264948,CH.H.FMNN264948.00000001.ProcSpec,1
