FileName,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments
TE.T.USNM444999.00000002,USNM,,444999,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Uracillo; Rio Indio,8.96500,-80.19472,WGS84,,1952-2-28,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM444999.00000003,USNM,,444999,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Uracillo; Rio Indio,8.96500,-80.19472,WGS84,,1952-2-28,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM444999.00000004,USNM,,444999,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Uracillo; Rio Indio,8.96500,-80.19472,WGS84,,1952-2-28,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM444999.00000005,USNM,,444999,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Uracillo; Rio Indio,8.96500,-80.19472,WGS84,,1952-2-28,,Upper Tail,0,0,0,0,00000005,
TE.T.USNM458564.00000001,USNM,,458564,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Canal Zone, Juan Mina; Quebrada Agua Clara",9.15000,-79.66667,WGS84,,1955-1-20,,Upper Tail,0,0,0,0,00000001,
TE.T.USNM458564.00000002,USNM,,458564,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Canal Zone, Juan Mina; Quebrada Agua Clara",9.15000,-79.66667,WGS84,,1955-1-20,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM458564.00000003,USNM,,458564,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Canal Zone, Juan Mina; Quebrada Agua Clara",9.15000,-79.66667,WGS84,,1955-1-20,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM458564.00000004,USNM,,458564,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Canal Zone, Juan Mina; Quebrada Agua Clara",9.15000,-79.66667,WGS84,,1955-1-20,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM458564.00000005,USNM,,458564,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Canal Zone, Juan Mina; Quebrada Agua Clara",9.15000,-79.66667,WGS84,,1955-1-20,,Upper Tail,0,0,0,0,00000005,
TE.T.USNM461912.00000001,USNM,,461912,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Mandinga; Comarca de San Blas, Rio Inati",9.44917,-79.08389,WGS84,,1957-2-14,,Upper Tail,0,0,0,0,00000001,
TE.T.USNM461912.00000002,USNM,,461912,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Mandinga; Comarca de San Blas, Rio Inati",9.44917,-79.08389,WGS84,,1957-2-14,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM461912.00000003,USNM,,461912,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Mandinga; Comarca de San Blas, Rio Inati",9.44917,-79.08389,WGS84,,1957-2-14,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM461912.00000004,USNM,,461912,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Mandinga; Comarca de San Blas, Rio Inati",9.44917,-79.08389,WGS84,,1957-2-14,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM461912.00000005,USNM,,461912,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Mandinga; Comarca de San Blas, Rio Inati",9.44917,-79.08389,WGS84,,1957-2-14,,Upper Tail,0,0,0,0,00000005,
TE.T.USNM474278.00000001,USNM,,474278,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,Cerro Pirre; Head of Rio Setegantí,7.53333,-77.71667,WGS84,,1961-1-31,,Upper Tail,0,0,0,0,00000001,
TE.T.USNM474278.00000002,USNM,,474278,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,Cerro Pirre; Head of Rio Setegantí,7.53333,-77.71667,WGS84,,1961-1-31,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM474278.00000003,USNM,,474278,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,Cerro Pirre; Head of Rio Setegantí,7.53333,-77.71667,WGS84,,1961-1-31,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM474278.00000004,USNM,,474278,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,Cerro Pirre; Head of Rio Setegantí,7.53333,-77.71667,WGS84,,1961-1-31,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM474278.00000005,USNM,,474278,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,Cerro Pirre; Head of Rio Setegantí,7.53333,-77.71667,WGS84,,1961-1-31,,Upper Tail,0,0,0,0,00000005,
TE.T.USNM476690.00000001,USNM,,476690,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Llano; Platanar 5 miles west,8.40000,-80.15000,WGS84,,1962-2-9,,Upper Tail,0,0,0,0,00000001,
TE.T.USNM476690.00000002,USNM,,476690,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Llano; Platanar 5 miles west,8.40000,-80.15000,WGS84,,1962-2-9,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM476690.00000003,USNM,,476690,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Llano; Platanar 5 miles west,8.40000,-80.15000,WGS84,,1962-2-9,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM476690.00000004,USNM,,476690,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Llano; Platanar 5 miles west,8.40000,-80.15000,WGS84,,1962-2-9,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM476690.00000005,USNM,,476690,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,El Llano; Platanar 5 miles west,8.40000,-80.15000,WGS84,,1962-2-9,,Upper Tail,0,0,0,0,00000005,
TE.T.USNM605260.00000001,USNM,,605260,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Chiriqui Lagoon, Isla Popa, 1 km SE Deer I. channel",9.18333,-82.11667,WGS84,,1987-4-3,,Upper Tail,0,0,0,0,00000001,
TE.T.USNM605260.00000002,USNM,,605260,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Chiriqui Lagoon, Isla Popa, 1 km SE Deer I. channel",9.18333,-82.11667,WGS84,,1987-4-3,,Upper Tail,0,0,0,0,00000002,
TE.T.USNM605260.00000003,USNM,,605260,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Chiriqui Lagoon, Isla Popa, 1 km SE Deer I. channel",9.18333,-82.11667,WGS84,,1987-4-3,,Upper Tail,0,0,0,0,00000003,
TE.T.USNM605260.00000004,USNM,,605260,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Chiriqui Lagoon, Isla Popa, 1 km SE Deer I. channel",9.18333,-82.11667,WGS84,,1987-4-3,,Upper Tail,0,0,0,0,00000004,
TE.T.USNM605260.00000005,USNM,,605260,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Chiriqui Lagoon, Isla Popa, 1 km SE Deer I. channel",9.18333,-82.11667,WGS84,,1987-4-3,,Upper Tail,0,0,0,0,00000005,
TE.U.AMNH143927.00000001,AMNH,,143927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-11,,Chest,0,0,0,0,00000001,
TE.U.AMNH143927.00000002,AMNH,,143927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-11,,Chest,0,0,0,0,00000002,
TE.U.AMNH143927.00000003,AMNH,,143927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-11,,Chest,0,0,0,0,00000003,
TE.U.AMNH143927.00000004,AMNH,,143927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-11,,Chest,0,0,0,0,00000004,
TE.U.AMNH143927.00000005,AMNH,,143927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-11,,Chest,0,0,0,0,00000005,
TE.U.AMNH143928.00000001,AMNH,,143928,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-13,,Chest,0,0,0,0,00000001,
TE.U.AMNH143928.00000002,AMNH,,143928,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-13,,Chest,0,0,0,0,00000002,
TE.U.AMNH143928.00000003,AMNH,,143928,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-13,,Chest,0,0,0,0,00000003,
TE.U.AMNH143928.00000004,AMNH,,143928,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-13,,Chest,0,0,0,0,00000004,
TE.U.AMNH143928.00000005,AMNH,,143928,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"Los Sabalos, San Juan River",11.05000,-84.48333,WGS84,,1917-5-13,,Chest,0,0,0,0,00000005,
TE.U.AMNH246605.00000001,AMNH,,246605,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Guaval, Rio Calovevora, Carribean Slope",8.33316,-81.14999,WGS84,,1926-9-8,,Chest,0,0,0,0,00000001,
TE.U.AMNH246605.00000002,AMNH,,246605,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Guaval, Rio Calovevora, Carribean Slope",8.33316,-81.14999,WGS84,,1926-9-8,,Chest,0,0,0,0,00000002,
TE.U.AMNH246605.00000003,AMNH,,246605,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Guaval, Rio Calovevora, Carribean Slope",8.33316,-81.14999,WGS84,,1926-9-8,,Chest,0,0,0,0,00000003,
TE.U.AMNH246605.00000004,AMNH,,246605,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Guaval, Rio Calovevora, Carribean Slope",8.33316,-81.14999,WGS84,,1926-9-8,,Chest,0,0,0,0,00000004,
TE.U.AMNH246605.00000005,AMNH,,246605,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"Guaval, Rio Calovevora, Carribean Slope",8.33316,-81.14999,WGS84,,1926-9-8,,Chest,0,0,0,0,00000005,
TE.U.CM155233.00000001,CM,,155233,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo (Rio Térraba),8.96667,-83.53333,WGS84,,1930-5-19,,Chest,0,0,0,0,00000001,
TE.U.CM155233.00000002,CM,,155233,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo (Rio Térraba),8.96667,-83.53333,WGS84,,1930-5-19,,Chest,0,0,0,0,00000002,
TE.U.CM155233.00000003,CM,,155233,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo (Rio Térraba),8.96667,-83.53333,WGS84,,1930-5-19,,Chest,0,0,0,0,00000003,
TE.U.CM155233.00000004,CM,,155233,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo (Rio Térraba),8.96667,-83.53333,WGS84,,1930-5-19,,Chest,0,0,0,0,00000004,
TE.U.CM155233.00000005,CM,,155233,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo (Rio Térraba),8.96667,-83.53333,WGS84,,1930-5-19,,Chest,0,0,0,0,00000005,
TE.U.CM155234.00000001,CM,,155234,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Pt Jimenez (Penninsula of Oso),8.55000,-83.31667,WGS84,,1929-12-6,,Chest,0,0,0,0,00000001,
TE.U.CM155234.00000002,CM,,155234,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Pt Jimenez (Penninsula of Oso),8.55000,-83.31667,WGS84,,1929-12-6,,Chest,0,0,0,0,00000002,
TE.U.CM155234.00000003,CM,,155234,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Pt Jimenez (Penninsula of Oso),8.55000,-83.31667,WGS84,,1929-12-6,,Chest,0,0,0,0,00000003,
TE.U.CM155234.00000004,CM,,155234,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Pt Jimenez (Penninsula of Oso),8.55000,-83.31667,WGS84,,1929-12-6,,Chest,0,0,0,0,00000004,
TE.U.CM155234.00000005,CM,,155234,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Pt Jimenez (Penninsula of Oso),8.55000,-83.31667,WGS84,,1929-12-6,,Chest,0,0,0,0,00000005,
TE.U.CM23548.00000001,CM,,23548,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Vol. Terrialba,10.00917,-83.74306,WGS84,,1903-10-30,,Chest,0,0,0,0,00000001,
TE.U.CM23548.00000002,CM,,23548,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Vol. Terrialba,10.00917,-83.74306,WGS84,,1903-10-30,,Chest,0,0,0,0,00000002,
TE.U.CM23548.00000003,CM,,23548,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Vol. Terrialba,10.00917,-83.74306,WGS84,,1903-10-30,,Chest,0,0,0,0,00000003,
TE.U.CM23548.00000004,CM,,23548,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Vol. Terrialba,10.00917,-83.74306,WGS84,,1903-10-30,,Chest,0,0,0,0,00000004,
TE.U.CM23548.00000005,CM,,23548,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Vol. Terrialba,10.00917,-83.74306,WGS84,,1903-10-30,,Chest,0,0,0,0,00000005,
TE.U.CM26733.00000001,CM,,26733,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Hogar [=3 km W Guacimo],10.22917,-83.71139,WGS84,,1905-12-16,,Chest,0,0,0,0,00000001,
TE.U.CM26733.00000002,CM,,26733,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Hogar [=3 km W Guacimo],10.22917,-83.71139,WGS84,,1905-12-16,,Chest,0,0,0,0,00000002,
TE.U.CM26733.00000003,CM,,26733,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Hogar [=3 km W Guacimo],10.22917,-83.71139,WGS84,,1905-12-16,,Chest,0,0,0,0,00000003,
TE.U.CM26733.00000004,CM,,26733,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Hogar [=3 km W Guacimo],10.22917,-83.71139,WGS84,,1905-12-16,,Chest,0,0,0,0,00000004,
TE.U.CM26733.00000005,CM,,26733,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Hogar [=3 km W Guacimo],10.22917,-83.71139,WGS84,,1905-12-16,,Chest,0,0,0,0,00000005,
TE.U.CM28321.00000001,CM,,28321,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-13,,Chest,0,0,0,0,00000001,
TE.U.CM28321.00000002,CM,,28321,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-13,,Chest,0,0,0,0,00000002,
TE.U.CM28321.00000003,CM,,28321,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-13,,Chest,0,0,0,0,00000003,
TE.U.CM28321.00000004,CM,,28321,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-13,,Chest,0,0,0,0,00000004,
TE.U.CM28321.00000005,CM,,28321,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-13,,Chest,0,0,0,0,00000005,
TE.U.CM28399.00000001,CM,,28399,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-21,,Chest,0,0,0,0,00000001,
TE.U.CM28399.00000002,CM,,28399,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-21,,Chest,0,0,0,0,00000002,
TE.U.CM28399.00000003,CM,,28399,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-21,,Chest,0,0,0,0,00000003,
TE.U.CM28399.00000004,CM,,28399,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-21,,Chest,0,0,0,0,00000004,
TE.U.CM28399.00000005,CM,,28399,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,El Pozo de Terraba [=El Pozo del Rio Grande],8.96667,-83.53333,WGS84,,1907-6-21,,Chest,0,0,0,0,00000005,
TE.U.CM63927.00000001,CM,,63927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Colombia,"Sautata, Rio Atrato",7.83333,-77.06667,WGS84,,1918-1-24,,Chest,0,0,0,0,00000001,
TE.U.CM63927.00000002,CM,,63927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Colombia,"Sautata, Rio Atrato",7.83333,-77.06667,WGS84,,1918-1-24,,Chest,0,0,0,0,00000002,
TE.U.CM63927.00000003,CM,,63927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Colombia,"Sautata, Rio Atrato",7.83333,-77.06667,WGS84,,1918-1-24,,Chest,0,0,0,0,00000003,
TE.U.CM63927.00000004,CM,,63927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Colombia,"Sautata, Rio Atrato",7.83333,-77.06667,WGS84,,1918-1-24,,Chest,0,0,0,0,00000004,
TE.U.CM63927.00000005,CM,,63927,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Colombia,"Sautata, Rio Atrato",7.83333,-77.06667,WGS84,,1918-1-24,,Chest,0,0,0,0,00000005,
TE.U.FMNH21878.00000001,FMNH,,21878,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-22,,Chest,0,0,0,0,00000001,
TE.U.FMNH21878.00000002,FMNH,,21878,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-22,,Chest,0,0,0,0,00000002,
TE.U.FMNH21878.00000003,FMNH,,21878,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-22,,Chest,0,0,0,0,00000003,
TE.U.FMNH21878.00000004,FMNH,,21878,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-22,,Chest,0,0,0,0,00000004,
TE.U.FMNH21878.00000005,FMNH,,21878,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-22,,Chest,0,0,0,0,00000005,
TE.U.FMNH21879.00000001,FMNH,,21879,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-21,,Chest,0,0,0,0,00000001,
TE.U.FMNH21879.00000002,FMNH,,21879,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-21,,Chest,0,0,0,0,00000002,
TE.U.FMNH21879.00000003,FMNH,,21879,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-21,,Chest,0,0,0,0,00000003,
TE.U.FMNH21879.00000004,FMNH,,21879,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-21,,Chest,0,0,0,0,00000004,
TE.U.FMNH21879.00000005,FMNH,,21879,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Orosi,9.80000,-83.86667,WGS84,,1905-4-21,,Chest,0,0,0,0,00000005,
TE.U.FMNH21881.00000001,FMNH,,21881,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"San Emilis [=Emilio], Lake Nicaragua",11.52000,-85.87000,WGS84,,1905-4-12,,Chest,0,0,0,0,00000001,
TE.U.FMNH21881.00000002,FMNH,,21881,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"San Emilis [=Emilio], Lake Nicaragua",11.52000,-85.87000,WGS84,,1905-4-12,,Chest,0,0,0,0,00000002,
TE.U.FMNH21881.00000003,FMNH,,21881,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"San Emilis [=Emilio], Lake Nicaragua",11.52000,-85.87000,WGS84,,1905-4-12,,Chest,0,0,0,0,00000003,
TE.U.FMNH21881.00000004,FMNH,,21881,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"San Emilis [=Emilio], Lake Nicaragua",11.52000,-85.87000,WGS84,,1905-4-12,,Chest,0,0,0,0,00000004,
TE.U.FMNH21881.00000005,FMNH,,21881,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Nicaragua,"San Emilis [=Emilio], Lake Nicaragua",11.52000,-85.87000,WGS84,,1905-4-12,,Chest,0,0,0,0,00000005,
TE.U.FMNH282539.00000001,FMNH,,282539,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"""Veragua''",8.50000,-81.00000,WGS84,,,,Chest,0,0,0,0,00000001,
TE.U.FMNH282539.00000002,FMNH,,282539,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"""Veragua''",8.50000,-81.00000,WGS84,,,,Chest,0,0,0,0,00000002,
TE.U.FMNH282539.00000003,FMNH,,282539,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"""Veragua''",8.50000,-81.00000,WGS84,,,,Chest,0,0,0,0,00000003,
TE.U.FMNH282539.00000004,FMNH,,282539,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"""Veragua''",8.50000,-81.00000,WGS84,,,,Chest,0,0,0,0,00000004,
TE.U.FMNH282539.00000005,FMNH,,282539,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Panama,"""Veragua''",8.50000,-81.00000,WGS84,,,,Chest,0,0,0,0,00000005,
TE.U.FMNH44707.00000001,FMNH,,44707,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,"""Limon""",10.00000,-83.03333,WGS84,,1910-5-4,,Chest,0,0,0,0,00000001,
TE.U.FMNH44707.00000002,FMNH,,44707,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,"""Limon""",10.00000,-83.03333,WGS84,,1910-5-4,,Chest,0,0,0,0,00000002,
TE.U.FMNH44707.00000003,FMNH,,44707,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,"""Limon""",10.00000,-83.03333,WGS84,,1910-5-4,,Chest,0,0,0,0,00000003,
TE.U.FMNH44707.00000004,FMNH,,44707,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,"""Limon""",10.00000,-83.03333,WGS84,,1910-5-4,,Chest,0,0,0,0,00000004,
TE.U.FMNH44707.00000005,FMNH,,44707,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,"""Limon""",10.00000,-83.03333,WGS84,,1910-5-4,,Chest,0,0,0,0,00000005,
TE.U.UCLA22738.00000001,UCLA,,22738,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Hacienda el Pelón,10.83000,-85.57000,WGS84,,1928-7-27,,Chest,0,0,0,0,00000001,
TE.U.UCLA22738.00000002,UCLA,,22738,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Hacienda el Pelón,10.83000,-85.57000,WGS84,,1928-7-27,,Chest,0,0,0,0,00000002,
TE.U.UCLA22738.00000003,UCLA,,22738,Aves,Trogoniformes,Trogonidae,Trogon,rufus,tenellus,Male,Adult,Costa Rica,Hacienda el Pelón,10.83000,-85.57000,WGS84,,1928-7-27,,Chest,0,0,0,0,00000003,
